Id,Time[ns],Parallel: Items
835,7501520.00000000000000000000,BE
836,7504670.00000000000000000000,4F
837,7504680.00000000000000000000,43
838,7507820.00000000000000000000,53
839,7507830.00000000000000000000,11
840,7510980.00000000000000000000,71
841,7514140.00000000000000000000,A3
842,7517290.00000000000000000000,8F
843,7517300.00000000000000000000,0E
844,7520450.00000000000000000000,7D
845,7520460.00000000000000000000,75
846,7520470.00000000000000000000,71
847,7523600.00000000000000000000,7B
848,7523610.00000000000000000000,4B
849,7526760.00000000000000000000,ED
850,7526770.00000000000000000000,AD
851,7529920.00000000000000000000,7C
852,7529930.00000000000000000000,70
853,7533070.00000000000000000000,F0
854,7533080.00000000000000000000,90
855,7536230.00000000000000000000,F5
856,7539390.00000000000000000000,A7
857,7539400.00000000000000000000,A3
858,7542540.00000000000000000000,E3
859,7542550.00000000000000000000,E1
860,7545700.00000000000000000000,78
861,7545710.00000000000000000000,18
862,7548850.00000000000000000000,78
863,7548860.00000000000000000000,F9
864,7552010.00000000000000000000,7F
865,7552020.00000000000000000000,26
866,7555170.00000000000000000000,7D
867,7558320.00000000000000000000,7F
868,7558330.00000000000000000000,7A
869,7558340.00000000000000000000,5A
870,7561480.00000000000000000000,FB
871,7561490.00000000000000000000,AB
872,7564630.00000000000000000000,BB
873,7564640.00000000000000000000,B8
874,7564650.00000000000000000000,B0
875,7567790.00000000000000000000,E2
876,7570950.00000000000000000000,77
877,7570960.00000000000000000000,57
878,7574100.00000000000000000000,D7
879,7574110.00000000000000000000,86
880,7577260.00000000000000000000,A9
881,7577270.00000000000000000000,AD
882,7577280.00000000000000000000,A9
883,7580420.00000000000000000000,2C
884,7580430.00000000000000000000,0C
885,7583570.00000000000000000000,AE
886,7583590.00000000000000000000,A6
887,7586730.00000000000000000000,74
888,7589890.00000000000000000000,6C
889,7589900.00000000000000000000,0C
890,7593040.00000000000000000000,BC
891,7593050.00000000000000000000,B4
892,7593060.00000000000000000000,B0
893,7596200.00000000000000000000,BA
894,7596210.00000000000000000000,AA
895,7599350.00000000000000000000,FE
896,7599370.00000000000000000000,D6
897,7602510.00000000000000000000,DD
898,7602520.00000000000000000000,8D
899,7605670.00000000000000000000,ED
900,7608820.00000000000000000000,EF
901,7608830.00000000000000000000,E6
902,7608840.00000000000000000000,C6
903,7611980.00000000000000000000,5D
904,7611990.00000000000000000000,1D
905,7615130.00000000000000000000,5D
906,7615140.00000000000000000000,4F
907,7618290.00000000000000000000,FF
908,7618300.00000000000000000000,BC
909,7621450.00000000000000000000,BD
910,7621460.00000000000000000000,9D
911,7624600.00000000000000000000,BD
912,7624620.00000000000000000000,B5
913,7627760.00000000000000000000,3D
914,7627770.00000000000000000000,09
915,7630920.00000000000000000000,A9
916,7630940.00000000000000000000,A1
917,7634070.00000000000000000000,E1
918,7634080.00000000000000000000,60
919,7634090.00000000000000000000,40
920,7637230.00000000000000000000,D6
921,7637240.00000000000000000000,96
922,7640380.00000000000000000000,F6
923,7640390.00000000000000000000,F5
924,7640400.00000000000000000000,F1
925,7643550.00000000000000000000,60
926,7646700.00000000000000000000,FC
927,7646710.00000000000000000000,DC
928,7649860.00000000000000000000,5C
929,7649870.00000000000000000000,54
930,7653010.00000000000000000000,5E
931,7653020.00000000000000000000,0E
932,7656170.00000000000000000000,1D
933,7656190.00000000000000000000,15
934,7659320.00000000000000000000,D7
935,7659330.00000000000000000000,D6
936,7662480.00000000000000000000,D9
937,7665630.00000000000000000000,F9
938,7665640.00000000000000000000,7A
939,7665650.00000000000000000000,22
940,7668790.00000000000000000000,2F
941,7668800.00000000000000000000,2D
942,7671950.00000000000000000000,BE
943,7671960.00000000000000000000,BA
944,7671970.00000000000000000000,9A
945,7675100.00000000000000000000,FA
946,7675110.00000000000000000000,79
947,7678260.00000000000000000000,7D
948,7678270.00000000000000000000,1C
949,7681420.00000000000000000000,BD
950,7681430.00000000000000000000,B5
951,7684570.00000000000000000000,AD
952,7684580.00000000000000000000,2D
953,7687730.00000000000000000000,B5
954,7690880.00000000000000000000,F5
955,7690890.00000000000000000000,DF
956,7690900.00000000000000000000,CB
957,7694040.00000000000000000000,7F
958,7697200.00000000000000000000,FE
959,7697210.00000000000000000000,DA
960,7700350.00000000000000000000,FA
961,7700360.00000000000000000000,32
962,7700370.00000000000000000000,22
963,7703510.00000000000000000000,AC
964,7706670.00000000000000000000,2C
965,7706680.00000000000000000000,24
966,7709820.00000000000000000000,A5
967,7709830.00000000000000000000,81
968,7712980.00000000000000000000,66
969,7716130.00000000000000000000,76
970,7716140.00000000000000000000,55
971,7716150.00000000000000000000,11
972,7719290.00000000000000000000,BF
973,7719300.00000000000000000000,BE
974,7722450.00000000000000000000,FD
975,7722460.00000000000000000000,C1
976,7725600.00000000000000000000,F3
977,7728760.00000000000000000000,F1
978,7728770.00000000000000000000,E0
979,7731920.00000000000000000000,EA
980,7731930.00000000000000000000,CA
981,7735070.00000000000000000000,AF
982,7735080.00000000000000000000,2D
983,7738230.00000000000000000000,AC
984,7738240.00000000000000000000,88
985,7741390.00000000000000000000,8F
986,7744540.00000000000000000000,4F
987,7744550.00000000000000000000,47
988,7747700.00000000000000000000,6C
989,7747710.00000000000000000000,68
990,7750850.00000000000000000000,7E
991,7750860.00000000000000000000,1E
992,7754010.00000000000000000000,D4
993,7754020.00000000000000000000,C4
994,7757170.00000000000000000000,67
995,7760320.00000000000000000000,EF
996,7760330.00000000000000000000,EC
997,7763480.00000000000000000000,E1
998,7766630.00000000000000000000,E5
999,7766640.00000000000000000000,64
1000,7766650.00000000000000000000,24
1001,7769790.00000000000000000000,65
1002,7772950.00000000000000000000,64
1003,7772960.00000000000000000000,60
1004,7776100.00000000000000000000,B0
1005,7776110.00000000000000000000,B1
1006,7779260.00000000000000000000,3B
1007,7779270.00000000000000000000,3A
1008,7782410.00000000000000000000,7A
1009,7782420.00000000000000000000,DA
1010,7785570.00000000000000000000,DB
1011,7785580.00000000000000000000,0B
1012,7788730.00000000000000000000,1A
1013,7791880.00000000000000000000,5A
1014,7791890.00000000000000000000,C8
1015,7795040.00000000000000000000,4E
1016,7795050.00000000000000000000,0E
1017,7798200.00000000000000000000,2F
1018,7801350.00000000000000000000,EF
1019,7801360.00000000000000000000,E5
1020,7804510.00000000000000000000,E7
1021,7804520.00000000000000000000,A6
1022,7807660.00000000000000000000,B6
1023,7807670.00000000000000000000,BC
1024,7810820.00000000000000000000,EE
1025,7813980.00000000000000000000,FC
1026,7813990.00000000000000000000,90
1027,7817130.00000000000000000000,E4
1028,7817140.00000000000000000000,75
1029,7817150.00000000000000000000,65
1030,7820300.00000000000000000000,60
1031,7823450.00000000000000000000,F2
1032,7823460.00000000000000000000,92
1033,7826600.00000000000000000000,93
1034,7826610.00000000000000000000,03
1035,7829760.00000000000000000000,7F
1036,7832920.00000000000000000000,FD
1037,7832930.00000000000000000000,9D
1038,7836080.00000000000000000000,94
1039,7839230.00000000000000000000,DF
1040,7842380.00000000000000000000,FF
1041,7842390.00000000000000000000,AE
1042,7842400.00000000000000000000,A2
1043,7845540.00000000000000000000,DC
1044,7845550.00000000000000000000,FC
1045,7845560.00000000000000000000,DC
1046,7848700.00000000000000000000,FC
1047,7848720.00000000000000000000,BC
1048,7851850.00000000000000000000,BF
1049,7851860.00000000000000000000,9B
1050,7855010.00000000000000000000,5B
1051,7855020.00000000000000000000,53
1052,7858160.00000000000000000000,73
1053,7858170.00000000000000000000,6D
1054,7861320.00000000000000000000,6F
1055,7861330.00000000000000000000,6E
1056,7864480.00000000000000000000,ED
1057,7864490.00000000000000000000,81
1058,7867630.00000000000000000000,A7
1059,7867640.00000000000000000000,A6
1060,7870790.00000000000000000000,FE
1061,7870800.00000000000000000000,FA
1062,7870810.00000000000000000000,DA
1063,7873950.00000000000000000000,5B
1064,7873960.00000000000000000000,4B
1065,7877100.00000000000000000000,CB
1066,7877110.00000000000000000000,C1
1067,7880260.00000000000000000000,E3
1068,7883410.00000000000000000000,F3
1069,7883420.00000000000000000000,7B
1070,7883440.00000000000000000000,5B
1071,7886570.00000000000000000000,6F
1072,7886580.00000000000000000000,7E
1073,7886590.00000000000000000000,6E
1074,7889730.00000000000000000000,ED
1075,7889740.00000000000000000000,A5
1076,7892880.00000000000000000000,BD
1077,7892890.00000000000000000000,9C
1078,7896040.00000000000000000000,5E
1079,7896050.00000000000000000000,5A
1080,7899200.00000000000000000000,FE
1081,7899210.00000000000000000000,B6
1082,7902350.00000000000000000000,EE
1083,7902360.00000000000000000000,6C
1084,7902370.00000000000000000000,4C
1085,7905510.00000000000000000000,5D
1086,7905520.00000000000000000000,11
1087,7908670.00000000000000000000,08
1088,7911820.00000000000000000000,D5
1089,7911830.00000000000000000000,DD
1090,7911840.00000000000000000000,D5
1091,7914980.00000000000000000000,56
1092,7914990.00000000000000000000,12
1093,7918130.00000000000000000000,72
1094,7918140.00000000000000000000,74
1095,7921290.00000000000000000000,75
1096,7921300.00000000000000000000,11
1097,7924450.00000000000000000000,12
1098,7924460.00000000000000000000,02
1099,7927600.00000000000000000000,93
1100,7930760.00000000000000000000,F1
1101,7933920.00000000000000000000,F6
1102,7937070.00000000000000000000,FE
1103,7937080.00000000000000000000,0A
1104,7940230.00000000000000000000,98
1105,7943380.00000000000000000000,BE
1106,7943390.00000000000000000000,AF
1107,7943400.00000000000000000000,A7
1108,7946540.00000000000000000000,77
1109,7946550.00000000000000000000,56
1110,7949700.00000000000000000000,F9
1111,7952860.00000000000000000000,D1
1112,7956010.00000000000000000000,77
1113,7959170.00000000000000000000,55
1114,7959180.00000000000000000000,11
1115,7962320.00000000000000000000,FD
1116,7965480.00000000000000000000,7F
1117,7965490.00000000000000000000,0F
1118,7968630.00000000000000000000,5F
1119,7968640.00000000000000000000,5C
1120,7968650.00000000000000000000,58
1121,7971790.00000000000000000000,DA
1122,7971800.00000000000000000000,82
1123,7974950.00000000000000000000,EE
1124,7978100.00000000000000000000,EF
1125,7978110.00000000000000000000,6B
1126,7978120.00000000000000000000,2B
1127,7981260.00000000000000000000,7A
1128,7981270.00000000000000000000,5A
1129,7984410.00000000000000000000,7A
1130,7984420.00000000000000000000,FF
1131,7984430.00000000000000000000,F7
1132,7987570.00000000000000000000,FF
1133,7987580.00000000000000000000,5D
1134,7990730.00000000000000000000,FD
1135,7990740.00000000000000000000,ED
1136,7993880.00000000000000000000,FD
1137,7993900.00000000000000000000,D1
1138,7997040.00000000000000000000,F6
1139,8000200.00000000000000000000,F4
1140,8000210.00000000000000000000,E0
1141,8003350.00000000000000000000,B4
1142,8003360.00000000000000000000,74
1143,8003370.00000000000000000000,34
1144,8006510.00000000000000000000,3F
1145,8009670.00000000000000000000,AC
1146,8009680.00000000000000000000,A4
1147,8012820.00000000000000000000,95
1148,8012830.00000000000000000000,91
1149,8015980.00000000000000000000,B3
1150,8016000.00000000000000000000,A3
1151,8019130.00000000000000000000,E3
1152,8019140.00000000000000000000,E1
1153,8019150.00000000000000000000,C1
1154,8022290.00000000000000000000,57
1155,8022300.00000000000000000000,16
1156,8025450.00000000000000000000,CC
1157,8025470.00000000000000000000,C8
1158,8028600.00000000000000000000,CB
1159,8031760.00000000000000000000,C9
1160,8031770.00000000000000000000,C1
1161,8034910.00000000000000000000,F1
1162,8034920.00000000000000000000,74
1163,8038070.00000000000000000000,F4
1164,8038080.00000000000000000000,94
1165,8041230.00000000000000000000,5F
1166,8041240.00000000000000000000,4F
1167,8044380.00000000000000000000,AF
1168,8044390.00000000000000000000,AD
1169,8044400.00000000000000000000,A5
1170,8047540.00000000000000000000,FA
1171,8050700.00000000000000000000,FF
1172,8050710.00000000000000000000,DF
1173,8053850.00000000000000000000,FF
1174,8053860.00000000000000000000,21
1175,8057010.00000000000000000000,AB
1176,8060160.00000000000000000000,BB
1177,8060170.00000000000000000000,39
1178,8063320.00000000000000000000,F7
1179,8063330.00000000000000000000,FF
1180,8063340.00000000000000000000,F7
1181,8066480.00000000000000000000,7D
1182,8066490.00000000000000000000,0D
1183,8069630.00000000000000000000,8D
1184,8072790.00000000000000000000,EF
1185,8075950.00000000000000000000,6E
1186,8075960.00000000000000000000,2E
1187,8079100.00000000000000000000,9F
1188,8079110.00000000000000000000,97
1189,8082260.00000000000000000000,5E
1190,8082270.00000000000000000000,4A
1191,8085420.00000000000000000000,88
1192,8088570.00000000000000000000,59
1193,8091730.00000000000000000000,7D
1194,8091740.00000000000000000000,75
1195,8094880.00000000000000000000,7D
1196,8094890.00000000000000000000,5C
1197,8094900.00000000000000000000,48
1198,8098040.00000000000000000000,8F
1199,8101200.00000000000000000000,AC
1200,8101210.00000000000000000000,A8
1201,8104360.00000000000000000000,A0
1202,8107510.00000000000000000000,A1
1203,8107520.00000000000000000000,81
1204,8110660.00000000000000000000,B1
1205,8110670.00000000000000000000,BD
1206,8113820.00000000000000000000,BF
1207,8113830.00000000000000000000,22
1208,8116980.00000000000000000000,68
1209,8120140.00000000000000000000,08
1210,8123290.00000000000000000000,BB
1211,8126450.00000000000000000000,BC
1212,8126460.00000000000000000000,A4
1213,8129600.00000000000000000000,97
1214,8129610.00000000000000000000,17
1215,8132760.00000000000000000000,96
1216,8132770.00000000000000000000,82
1217,8135910.00000000000000000000,D2
1218,8135920.00000000000000000000,77
1219,8139070.00000000000000000000,FF
1220,8142230.00000000000000000000,7E
1221,8142240.00000000000000000000,2E
1222,8145380.00000000000000000000,AE
1223,8145390.00000000000000000000,A7
1224,8148540.00000000000000000000,BF
1225,8148550.00000000000000000000,9B
1226,8151690.00000000000000000000,BB
1227,8151710.00000000000000000000,A3
1228,8154850.00000000000000000000,CB
1229,8154860.00000000000000000000,C9
1230,8158010.00000000000000000000,6E
1231,8158020.00000000000000000000,66
1232,8161160.00000000000000000000,76
1233,8161170.00000000000000000000,B5
1234,8161180.00000000000000000000,B1
1235,8164320.00000000000000000000,DB
1236,8164330.00000000000000000000,FA
1237,8164340.00000000000000000000,CA
1238,8167480.00000000000000000000,6C
1239,8167490.00000000000000000000,2C
1240,8170630.00000000000000000000,2D
1241,8170640.00000000000000000000,01
1242,8173790.00000000000000000000,62
1243,8176950.00000000000000000000,E6
1244,8176960.00000000000000000000,C6
1245,8180100.00000000000000000000,AF
1246,8183260.00000000000000000000,BD
1247,8183270.00000000000000000000,91
1248,8186410.00000000000000000000,B5
1249,8186420.00000000000000000000,B4
1250,8189570.00000000000000000000,36
